Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
3;-0,2684468;0,5169308;0,0564891;-0,8858977;0,8323161;0,3570339;-0,4071095;-0,5599025;0,6055840;0,2277342;-0,3612891;0,4981184;0,0439162;0,6491179;-0,2018319;-0,2944932;-0,3711252;-0,8240424;0,9459148;-0,3491446;0,2982292;0,3155169;0,4105833;0,5462768;0,9492860;-0,1242151;0,6715050;-0,3766454;389;0
12;0,7699735;-0,8017252;-0,5866521;0,7528205;0,3366241;0,3220934;-0,6559627;0,3128506;-0,9917692;0,9867463;0,5403545;0,9563787;-0,1437452;0,6119212;-0,1550884;0,9370631;-0,3849100;-0,5100976;-0,1723247;0,5706911;-0,5561426;-0,1933099;0,1028805;0,6728319;-0,0362978;0,7093655;-0,9063836;-0,5284312;276;0
16;0,8427944;-0,0339026;0,4328370;-0,8800234;0,0934292;0,2401309;0,9610949;-0,9324590;-0,3136689;0,8539442;0,3983122;0,8702942;0,1390769;0,4119866;0,5672943;0,0868633;0,3577746;-0,4528606;0,0633033;0,6447272;0,9854625;-0,9158255;0,1415768;-0,2754565;-0,6832685;0,2647247;0,6369853;-0,3851971;301;0
13;0,6129297;0,1761739;-0,8704102;-0,5583021;-0,3541168;-0,1723811;0,9844076;-0,9700717;-0,5554422;0,6868391;0,0041650;-0,7648835;0,7310069;0,5978591;0,6333404;-0,3425268;-0,4613733;0,8106694;-0,8956062;0,9174975;0,6100085;-0,1299766;0,6099459;0,3279827;0,5410901;-0,0043423;0,1548688;-0,2721775;267;1
17;0,1089470;0,5335111;-0,7968927;-0,6165995;0,7174311;0,4127394;-0,6334316;0,6752617;0,8595305;-0,7573789;0,7398842;0,2582350;-0,5919719;0,4060817;0,0204241;0,8385791;0,4826527;-0,9582330;0,0828554;0,4722547;0,6531573;0,4509962;0,2142929;-0,6298212;0,5305439;-0,4180728;-0,7823058;0,5712616;121;0
5;0,2030313;0,2739116;0,9721646;-0,1759004;-0,4390743;-0,4015452;0,1208481;0,3145933;0,6819126;-0,0034055;0,6032232;0,0275955;-0,5855584;-0,7750893;-0,5104549;0,5141192;0,6536065;-0,3002037;-0,1465488;-0,8749277;-0,2131337;-0,4016797;0,6325965;-0,0548987;0,8955348;0,8033429;0,8264118;0,6656115;197;0
8;0,6718969;-0,2826923;0,8373755;-0,1715326;0,1450044;0,1836121;-0,4338784;-0,9010711;0,6155786;0,5849477;0,2968281;-0,7667033;-0,2391936;-0,4938568;0,2066270;-0,1656430;-0,6446354;0,8694511;-0,7342628;-0,2580720;-0,8915240;-0,1757360;-0,8365387;-0,9200779;0,7565457;-0,8343458;-0,2049439;-0,4684073;230;0
9;0,0183519;0,7168887;-0,7405382;0,2755945;0,9185083;0,1349842;-0,4459029;-0,0033689;-0,5641898;0,9103641;-0,4632979;0,6959019;-0,3828246;0,3682712;0,6446434;0,0699983;-0,7272577;-0,9223924;-0,8267966;-0,8805241;-0,7988179;0,9793986;0,7775548;0,4329226;-0,7674027;0,1319767;-0,8647999;0,9525972;373;0
12;-0,7866431;0,4616057;0,7194475;-0,1078528;-0,2395573;-0,1469731;0,6277334;-0,0169616;-0,5169952;0,5470895;-0,8142680;0,1611865;0,2860300;0,5015698;0,3709630;-0,4969251;0,5377700;0,5699642;0,6721510;-0,9441015;0,0332169;-0,4707781;-0,3220089;-0,7555090;0,0124800;-0,4832012;0,8561102;0,2171021;164;0
4;0,0996604;0,4822186;-0,7904101;-0,6816064;0,8112092;0,0784964;-0,9289649;-0,2685645;-0,0213431;0,5587930;-0,4151503;-0,4870924;0,6272496;-0,7358397;-0,7228354;0,3036706;0,2624038;0,4131963;0,1181398;0,1902324;0,1303641;-0,6743637;0,4996954;0,5247060;-0,7984032;0,2429580;0,0901756;0,9504704;262;0
5;0,8009650;0,9839734;0,0966217;0,7512905;0,2124904;0,4595950;0,8962219;-0,8398010;-0,6901215;0,0944195;-0,6730698;-0,7028235;0,8604982;0,9307758;-0,9016785;0,7693828;-0,3865614;-0,9915812;-0,4806775;-0,0540863;0,6727914;0,7348096;0,1361823;-0,9944234;0,4949309;-0,6255184;0,1452418;0,9884719;840;1
12;-0,5737846;0,6782310;-0,9958771;-0,0327731;0,8537287;-0,2305617;-0,4606286;-0,2274901;-0,1769197;-0,2633015;-0,4150762;-0,7476882;0,0445718;0,9305800;-0,3215271;0,6233319;0,1657279;-0,4544638;-0,1002768;0,2705494;0,0078353;0,3142584;0,8226422;0,8169246;-0,8784366;-0,7379525;-0,7717011;0,4064197;628;0
12;0,7516221;0,5981505;0,8683753;0,4657285;-0,4069537;-0,9111647;0,1139199;-0,7362955;-0,0451096;0,7457140;-0,5867786;-0,7006566;0,7093231;0,2166371;0,0365145;-0,8385945;-0,1256057;-0,9941975;0,8720229;0,1909487;0,9170211;-0,2622823;-0,4519978;-0,5225449;-0,1115953;-0,0905501;-0,6191585;0,5148826;691;0
6;-0,5094103;-0,9784028;0,8022333;-0,4274112;0,0643000;0,6941838;0,1717802;0,2862456;0,2268098;-0,0205346;-0,2620475;-0,6234503;0,2184326;0,6009405;-0,0223823;-0,4673737;-0,7048647;0,9428367;0,7000214;-0,5091238;-0,5133231;-0,4941939;0,0227350;0,5415384;-0,4684890;0,2620119;-0,3435152;0,7720764;358;0
0;-0,6787587;-0,6770851;0,0660616;-0,3744996;-0,4147332;0,7552273;-0,2645437;-0,7266756;-0,4379736;0,4631292;-0,5199665;0,0972064;0,8918560;0,3793911;0,8028897;-0,3732780;-0,3124068;0,1892819;-0,1725636;-0,1544578;-0,8239946;-0,4384519;0,6093072;-0,3528571;-0,0219939;-0,2346423;-0,2176535;0,0396345;899;0
10;0,8738270;0,2002594;-0,3512255;-0,6552278;0,0252523;0,7480457;0,7950609;-0,4834423;0,9849133;-0,6255257;-0,9034146;-0,0521651;0,9344953;0,6186342;0,7835825;0,6696225;0,7968973;0,8047846;-0,9729121;-0,6308006;-0,2800811;-0,4273241;0,6878934;0,7740494;-0,5163051;0,5645726;0,8224186;0,7526102;640;0
11;-0,5091068;0,7512493;-0,7825077;-0,5916926;-0,8467626;0,2177305;-0,8123366;-0,2139736;-0,1226339;0,9516668;0,7332573;-0,3099127;-0,2320593;-0,2241181;-0,7359666;-0,8469252;0,7375207;0,7352013;0,0268278;-0,9163943;0,8228878;0,1401939;0,6337157;0,6873745;-0,5171732;0,3112837;-0,2790436;0,2426309;540;0
12;-0,2691370;0,9161815;-0,0936302;0,2971757;0,7860798;0,6580351;-0,5534428;0,7697359;0,6395940;-0,7806486;-0,5536453;-0,8888703;-0,9102079;0,9147593;0,4634985;0,6897502;0,9897692;0,4798232;-0,4101168;0,0806239;0,9729704;-0,4994888;0,0998383;-0,5491204;0,8147719;0,8692397;-0,0280780;-0,2113904;306;0
8;0,8220964;0,0703537;0,6994026;0,6109019;0,2227762;0,9859671;-0,5164254;-0,7838786;0,9641134;-0,0238340;0,1971950;-0,5010115;0,1866251;0,1336615;-0,4521894;0,7626152;-0,7757809;0,9759030;-0,5590190;-0,9287635;0,8908541;0,8294079;-0,1028940;-0,1476221;0,8594593;0,9282013;0,3501600;0,8760422;146;0
3;0,0380679;-0,4805820;0,4930296;0,0244296;0,8497606;0,7753178;0,8843347;-0,2784311;0,8789487;-0,8684320;0,7102660;-0,7069040;-0,0452562;0,2835595;-0,8817009;-0,0046056;0,6720686;0,8614919;0,7887016;0,8914452;0,6380213;0,4609674;0,1372072;-0,7513733;-0,5796601;0,1557460;-0,4425483;0,2632149;48;0
6;-0,7923567;0,6990718;0,5134773;-0,2581282;0,0641098;0,7015379;-0,9601464;0,8665684;0,5814200;0,7238076;0,2020391;0,1106658;0,2882065;-0,6936160;-0,1492527;-0,4349572;-0,6898744;0,2599859;-0,7864036;-0,5906164;0,8848301;-0,5339528;0,6462360;-0,5161949;0,6512558;-0,3477415;0,5699357;-0,7161306;633;0
19;0,2858765;-0,6077780;-0,7638736;-0,4781682;0,4387168;-0,4788671;-0,0679164;-0,0141725;0,5486450;-0,5168228;-0,4243693;0,1055614;0,7618669;0,2409203;0,6960766;0,3054970;-0,7142031;-0,8568724;-0,8390857;-0,7524755;-0,8924573;0,6247065;-0,1814006;0,2412526;0,5784037;-0,2925785;0,1539742;0,5189099;359;1
13;-0,5086670;-0,4573196;0,4018544;0,0015049;-0,7909535;0,4446503;-0,3041528;-0,3970413;0,6286888;0,7994370;-0,0800351;0,7396397;-0,7827874;-0,5480424;-0,3655307;-0,5341477;0,5181530;-0,6203308;0,2824733;-0,1817762;0,9295320;-0,5238233;0,9459508;-0,4434297;-0,7549873;-0,9050054;-0,7942021;0,2125699;173;0
7;0,2808883;0,1012490;0,9550178;0,4511736;0,5351043;0,3779223;0,6441693;-0,8176964;0,5752132;0,7606854;-0,8053589;-0,4589716;0,8272913;-0,9532497;-0,4933200;-0,8143382;0,8654773;0,2427388;0,4139583;-0,3551163;-0,6669260;-0,2511241;0,3646564;0,8829534;-0,2940723;-0,2332141;-0,9344458;-0,8730226;612;0
17;-0,1531263;0,1424908;-0,3385900;0,4396027;-0,2327490;-0,2669884;0,3940276;-0,0690002;-0,8417876;0,7206978;0,9715753;-0,7031219;0,5835478;-0,5499582;0,2554636;-0,5697345;-0,6669979;0,0471187;-0,2792377;-0,9429045;0,1541160;0,6730111;0,6765370;0,3854023;0,7970860;-0,5027490;0,4547734;0,5403563;737;0
4;0,0217953;0,4536052;0,2625743;-0,4039363;0,9077639;0,9218784;-0,2174589;-0,5767316;-0,7769485;0,2007707;-0,7738301;0,5287540;0,9503338;-0,9764216;-0,6125475;-0,6690850;-0,5556672;0,3649547;-0,8319945;-0,4456809;-0,7634148;0,9202874;-0,1086107;-0,2593396;-0,0178225;-0,9978678;-0,1150367;0,9309228;585;0
2;0,9426511;0,1294438;-0,1060614;-0,9943334;-0,9349188;0,0405096;-0,9857442;-0,8530296;0,5819148;0,6804088;0,2406541;0,9293328;0,4561910;0,1049092;-0,3873442;-0,1093965;0,2087608;-0,9653939;0,5723325;0,6255514;-0,4359034;-0,9840405;0,5300885;-0,0024046;0,8009450;-0,9057987;-0,3124148;-0,1503910;393;0
4;-0,5794560;0,3411069;-0,2642630;-0,0361271;0,5127073;0,5145573;0,8120193;0,1540759;0,5805426;-0,3889401;-0,3169815;0,3528509;-0,2634352;-0,5776034;0,1751285;-0,2069045;-0,8393021;0,8710209;-0,0753616;-0,0342574;0,0658630;-0,6247770;0,9306381;0,1139866;0,9845162;-0,2189195;-0,0325526;-0,2771804;755;0
18;-0,5807365;0,6478044;-0,7280175;0,3636146;-0,6515194;-0,7883741;-0,7551524;-0,0546961;0,5515878;0,1715584;-0,3579141;-0,5984307;-0,7793437;0,6027245;0,6258461;0,1210032;-0,0886008;-0,0217013;-0,4578554;-0,9637097;0,3086402;-0,8494114;-0,6708582;-0,7626306;0,4353316;-0,2461690;-0,8872157;-0,8672358;302;0
18;-0,5905320;0,3050496;0,6578009;-0,7970228;0,4782807;-0,9743234;-0,2649659;-0,1767149;0,0889520;0,0166113;0,2311130;0,7171221;0,8500763;0,1678137;-0,3005031;0,8693868;-0,1348961;-0,1303348;0,4800737;0,1107608;0,5985555;0,6487650;0,3378213;0,5444053;-0,2622070;-0,1872918;-0,0466167;-0,7186567;550;0
19;0,6483171;0,6491039;-0,1089344;0,7051649;0,3215870;0,9889374;0,6979411;0,8888203;-0,9905130;0,3713883;-0,6042169;-0,5923221;0,8270951;0,4787239;0,4432944;0,2516170;-0,3084014;-0,4976791;-0,4721893;-0,1412215;0,6782315;-0,0817993;0,6292155;-0,8506796;0,4332785;-0,5229966;0,1335630;0,2885842;896;0
12;0,5540059;-0,2073358;0,3638955;-0,2235660;-0,0939034;0,9784236;0,5695953;-0,2876660;0,8973201;0,7310009;-0,8528049;-0,8097911;-0,8026319;-0,8958482;-0,4086129;-0,0958241;0,0784769;-0,6288679;0,7957848;0,6553271;-0,7237753;-0,3600168;-0,2942693;-0,8023753;0,4149475;0,9673198;-0,7355140;0,2070961;485;0
0;-0,6314994;-0,3260801;-0,8989575;-0,6328600;0,2498624;0,0125411;0,1775959;0,7568253;0,5377644;0,7204846;-0,1696180;-0,5130347;0,5234189;-0,8243847;-0,8151516;-0,3117912;-0,6970405;0,0021003;0,4072843;-0,9634127;0,5273217;0,6889707;-0,4060653;0,1746351;0,4635789;0,9922426;-0,9518087;-0,4271760;948;1
13;-0,5659156;0,3747667;0,1486902;-0,8879431;-0,6980081;-0,6843655;-0,1967499;0,8799638;0,5081978;-0,2588343;0,6110163;0,7918497;0,3766249;-0,2324701;0,4195302;-0,6146061;0,6142913;0,2025782;0,2760180;-0,9352300;0,3516677;-0,0927147;-0,2811139;0,0058607;0,4059990;0,3744570;0,0110665;-0,4618493;371;0
16;-0,9761890;0,5521691;-0,3069764;0,2728144;0,6654769;0,3217226;0,2133362;-0,9270859;0,6861555;-0,1479906;0,0172296;-0,3479845;0,2793558;0,1392376;0,3311719;-0,6607119;0,4831582;-0,2600823;-0,8430225;0,7459153;0,7847152;-0,7751929;0,1327290;-0,2083426;-0,4578436;0,6187457;0,8097097;-0,2086867;795;0
18;0,7867104;-0,9212742;-0,0593928;-0,4866320;0,6136446;-0,3464408;0,0007526;0,8865394;-0,2563624;0,4026103;-0,0638655;-0,1133691;-0,0979111;0,2167425;-0,0412180;-0,4558748;-0,5844423;-0,9218637;-0,7542689;-0,2076658;-0,9442159;0,2438692;-0,5481202;0,0906566;-0,8774676;-0,2389716;-0,7898846;-0,9732781;155;0
6;0,7288637;-0,4254210;0,2583363;0,0945442;0,3764014;0,6885558;0,6179354;0,1485466;0,2613725;0,2817723;0,6647002;-0,1341663;-0,7733090;-0,9230160;-0,2375280;0,6272911;0,0733150;-0,6967351;0,3647193;-0,3597654;0,6225492;0,3392887;0,9160234;0,2140205;0,0809232;0,4685030;0,7084627;0,5053768;575;0
20;0,5792315;-0,1869867;-0,1518982;0,2427027;-0,7504488;-0,8217486;0,2678665;-0,5833756;-0,2753548;0,9530639;-0,2705796;-0,8160723;-0,4188536;-0,9341117;0,2497486;-0,8766184;-0,6429097;-0,6499052;-0,5715178;0,5657745;0,5201031;0,8406545;-0,6680980;-0,5989877;-0,3696468;-0,9226021;-0,7464680;0,1648527;719;0
18;-0,3022147;-0,2030892;-0,7765926;0,4891407;-0,0910404;0,3551231;0,9456516;0,6514405;0,2664300;-0,0959744;0,4733977;0,9301669;0,6744290;-0,8403912;0,6446128;0,6749189;-0,8069651;-0,1565769;-0,5336913;-0,3359304;-0,1916222;-0,9166007;-0,1236474;-0,1545458;-0,4816511;0,6950733;-0,1273504;-0,1727789;307;0
9;0,7587640;0,6456491;0,9153616;0,3366297;0,9300622;0,1751550;-0,6982703;0,4527133;-0,6823067;-0,5561302;0,7349712;-0,6985671;-0,3482049;0,3145723;-0,1879552;-0,7224763;0,3385777;0,3420268;0,6326730;-0,7357641;0,1630090;-0,3896635;0,2400452;-0,2457465;-0,3167300;-0,8137336;0,4945071;0,8846247;157;0
0;0,1022132;-0,9908211;-0,4284562;0,0166375;-0,8699003;0,7303268;0,3825425;0,4970728;-0,8178551;0,2539679;-0,9717083;-0,4913384;0,9337512;-0,7922244;-0,7338963;0,4156855;-0,3189084;-0,9180118;-0,1042064;-0,6772617;-0,0757164;0,1600610;0,2173827;-0,1634720;0,2756165;0,1586856;0,1141165;-0,0954438;313;0
12;0,9416510;-0,7372125;0,1165475;0,1478193;0,2446381;0,2348583;0,9163475;-0,8859168;0,4478958;-0,5523202;-0,2435496;0,6301319;0,4531773;-0,0147766;-0,6300356;-0,9810402;0,6208628;-0,7078594;-0,9949223;-0,0694711;-0,3340904;0,6819594;-0,4238805;-0,9484956;0,6346730;-0,0189292;0,1856443;-0,5572673;22;0
3;-0,7155603;-0,5481249;0,7243153;-0,6393745;0,1780666;-0,9303865;-0,0970623;-0,1007604;0,2494924;-0,7431441;-0,2274721;0,9954402;0,2507237;0,1911883;0,5756455;0,0420263;-0,1575592;-0,3902433;-0,1877361;-0,5658499;-0,0932445;-0,1238005;0,2502360;0,6921999;0,3804714;0,4536266;-0,8057862;0,2829329;910;0
12;-0,3873128;-0,1903411;-0,3859835;0,2617581;-0,1130797;-0,2334427;-0,8496883;-0,4629695;-0,8093899;-0,6462611;0,0802716;-0,6371413;0,1389115;0,2228606;-0,1564791;0,5587173;0,1416125;0,9904250;0,6503767;-0,3406934;-0,5150127;0,8545146;-0,9226942;-0,2050383;0,2753976;-0,4821242;0,4183280;0,7103203;845;0
8;-0,8334093;-0,6130346;-0,9014774;0,2474414;0,5937571;0,4903483;0,2291092;-0,8014835;-0,9931397;-0,7894086;0,7511182;0,1645935;-0,5380130;-0,3787824;0,2119614;0,2533593;0,0272626;-0,7504226;0,5008300;0,6395056;0,3327297;0,5946563;-0,9492926;-0,1668875;-0,9830405;-0,8112307;0,9798867;-0,1150125;702;0
13;0,9805679;-0,2056528;0,1791351;-0,2131730;0,3028837;-0,4645394;0,7333898;-0,9701706;0,2874662;0,9689524;0,5301668;0,0669681;-0,9093127;-0,0531113;-0,2179861;-0,5368707;0,1240358;-0,0018979;0,9295191;0,6319279;0,6378407;0,7396647;0,8909870;0,4735218;-0,2302630;-0,2095447;0,6711515;0,6141998;962;0
2;0,9609619;-0,7326926;0,3678366;-0,5538843;0,2736889;0,6846994;-0,5815472;-0,1539901;-0,1069876;0,4410288;0,6826764;-0,7634136;0,8827519;0,0432727;-0,3718126;0,6732001;0,8786180;0,7276202;0,9547089;-0,9788703;0,9995363;-0,6559247;0,7548387;-0,5227127;-0,9154149;0,8015317;0,2118673;0,2559297;403;0
13;-0,0290081;-0,1387945;0,5858255;0,3002673;-0,1453842;-0,2164422;0,9769345;0,3135497;-0,4173670;0,7581451;-0,3180152;-0,6502073;-0,2668469;0,7864590;0,9876575;0,8432710;-0,3859658;-0,9841615;0,4318370;-0,9059798;-0,8755599;0,7147382;0,5136568;0,1072590;0,8728110;-0,2318664;0,8693218;-0,3598924;293;0
11;-0,5868792;-0,8508676;0,8348419;-0,8506402;-0,8994447;-0,2793616;-0,3718566;0,8312948;0,1955909;0,0523543;-0,8681737;0,0205664;-0,2737100;0,0143998;0,0923660;0,1819510;0,2424312;0,1861959;-0,3795001;0,6180097;-0,1474988;-0,9133634;-0,3283765;-0,3773275;0,2651851;-0,2578822;-0,4130479;-0,5630074;724;0
15;0,2966169;-0,0900102;0,8405725;-0,2834464;0,7992359;0,0780192;-0,5063148;0,1274477;0,4133406;-0,0794017;0,0402386;0,9267850;-0,8739435;0,4958133;-0,6621231;0,2132193;-0,0808582;-0,8787412;0,2758557;-0,7593714;0,3333952;-0,7916414;0,2381303;-0,5126574;0,7624995;-0,2268713;0,7660866;0,8992087;942;0
12;-0,9477571;-0,2423418;-0,6614563;-0,7760007;0,0569752;-0,5009057;0,1333612;-0,0861587;-0,0542091;0,4768265;-0,8020721;-0,9819864;-0,3260300;0,0081811;-0,3746480;0,5137751;0,1883647;-0,6775707;0,8446603;0,8292587;0,3213207;-0,6522568;-0,5945971;0,0480825;0,9673754;0,6327014;-0,3879710;-0,5932438;997;0
8;0,4453270;-0,1715241;-0,9961602;0,0194964;0,3178293;-0,7129516;-0,5296985;0,1360074;0,5247728;-0,0954532;-0,8326822;0,9630368;0,2017032;-0,6653632;-0,3743308;-0,0503435;0,0328251;0,7593437;-0,4058834;-0,1124082;-0,0215947;-0,8765472;0,0893453;0,0252544;-0,8822429;0,5647336;0,0820717;-0,4498708;76;1
13;-0,9866367;0,0691062;0,4452908;-0,6388977;-0,3727609;0,6271443;-0,3880236;0,9006282;-0,2605109;-0,6993555;-0,9054009;-0,9580766;-0,5918816;0,6798334;-0,3621323;0,2174428;0,1238453;-0,0278504;-0,4393949;-0,3600270;0,9503115;-0,0515948;0,2748874;0,8043891;-0,9155106;0,7576118;-0,8737523;-0,6800878;914;0
2;0,9368798;0,0034153;-0,2051939;-0,4561688;0,7505374;0,0320989;-0,3897766;-0,2660790;-0,8783339;0,7831560;-0,2514303;0,8847344;-0,5208784;0,5656166;-0,7172120;-0,9153695;0,9990974;0,6063503;0,0952832;-0,6685358;-0,5024487;0,6785137;-0,2223623;0,3037899;0,6568905;-0,3867794;-0,8793973;-0,7143202;340;0
1;-0,9007867;-0,2720351;0,0498322;-0,8224678;0,9794535;-0,2070196;0,2169842;-0,1590985;-0,0536242;-0,7081399;-0,3892903;0,2564868;0,8578138;0,8298181;0,6777486;0,5411588;0,1047433;0,6338037;-0,8351238;-0,1366988;0,8517372;0,2668641;-0,2893968;-0,6918537;0,9797048;-0,0274961;0,7956230;0,3832707;307;1
7;0,3347496;0,1018859;0,9925382;0,7387365;-0,2581064;0,2803691;-0,7355968;0,7785054;0,5482183;0,4765861;-0,0160302;-0,2966931;0,2478154;0,1317137;-0,7094781;0,7775284;0,6855802;-0,1444630;0,9727299;0,2967934;-0,9835721;0,1227073;-0,3687882;0,7065597;-0,5544691;0,4303638;0,7357919;-0,4816002;74;0
11;0,3693419;0,1088437;-0,2121233;-0,0190118;-0,5416776;-0,8539206;-0,4621972;0,8116932;0,0968094;-0,8289283;0,9563261;-0,5220292;0,6348269;0,7853175;-0,1753656;0,1190503;0,8662371;0,8589916;0,5296503;0,2667427;-0,1868603;0,2282142;0,7542027;0,6063454;0,0074861;-0,9175433;0,5805620;-0,9693733;269;0
17;0,3322214;-0,2526295;-0,2998118;0,2759238;0,7177474;0,0157223;-0,8228986;0,0434447;0,3032700;-0,9003377;-0,2506225;0,3445945;0,2032743;-0,5260048;0,3847045;-0,3889251;-0,9800057;-0,9995798;-0,5267265;0,9231838;0,8637128;0,3907280;0,5048747;0,3805917;-0,4169751;-0,3336290;-0,9068870;0,8137694;849;0
15;0,9104955;-0,9238507;0,0237715;-0,0974431;0,9952004;0,7655560;-0,8226883;0,6054689;0,3348726;-0,3907255;-0,0810795;-0,9200972;-0,1305256;0,1163083;-0,8882741;-0,2857279;-0,4547825;0,1776122;-0,4982930;-0,1372213;0,1560734;-0,9935344;0,3966944;0,4566301;-0,6000289;-0,8057145;-0,0891777;-0,2962839;601;0
4;0,8852489;0,2417229;0,6987360;-0,3129523;0,3646834;-0,3317034;-0,5438629;0,1252035;-0,6280578;-0,0900513;0,2895674;0,5398427;-0,6835620;0,9801396;-0,3498214;-0,9663105;-0,7924804;-0,7308350;-0,2864288;0,7999164;-0,4105410;-0,9520456;-0,1828353;0,0913252;0,6334848;-0,1722506;-0,9613168;0,3106272;67;0
7;-0,0858637;0,5145123;-0,7716549;-0,6398728;-0,6264493;0,8980897;0,6948449;0,6747389;0,9833144;0,3339927;0,6498940;0,5801012;-0,4412514;0,3394264;-0,9424571;0,3674099;0,6360904;-0,7893812;-0,3603475;0,7953329;-0,2076692;0,5365099;-0,8198548;0,0211509;-0,4008980;-0,4151955;-0,5909088;-0,4610946;301;0
0;0,4038428;-0,2244618;-0,0679626;-0,3335891;0,2015821;-0,3541858;0,5999282;0,4884737;0,5636727;-0,3263452;0,0565081;-0,5433966;0,6447903;-0,9847688;0,6886526;0,8438861;-0,5107769;-0,6677028;-0,6375730;-0,4225887;-0,6484989;-0,3363602;-0,2133940;0,2770975;0,5888488;-0,8691864;0,7216086;-0,4030483;589;0
14;0,9265360;0,4959261;-0,6478902;-0,4155423;0,1579568;0,1223617;0,4819827;-0,3164407;-0,6381638;-0,6730499;0,3257393;0,0002211;-0,0514310;-0,8489164;0,7061176;0,1288465;-0,0563204;0,5099700;-0,7393710;0,5899114;0,0692506;0,5491604;-0,4677352;0,3903577;0,8469168;0,4074345;0,2323394;-0,2291420;937;0
1;0,8586377;-0,5444773;0,0318592;-0,8059982;-0,4770820;0,9801662;0,1603084;-0,8344092;0,5439452;0,8074791;0,5697799;0,9188126;-0,9281136;0,4367557;-0,9077867;-0,5542537;-0,9756752;-0,1026314;-0,9760688;0,4829212;0,7156903;-0,9181946;-0,4171602;0,1102584;-0,1932940;-0,0740346;-0,0807798;-0,7574998;622;0
8;-0,1269593;0,7963993;0,9270969;0,4914483;0,8797094;0,8075140;-0,2302534;-0,2212277;0,4873814;0,9119468;-0,7979175;-0,3212454;-0,5159798;0,0915820;0,4885418;0,3280817;0,9235716;0,8599274;0,6990329;-0,4528754;0,7625579;0,8041767;-0,2547688;-0,1964973;0,0038570;0,8750980;-0,9108873;-0,0663233;633;0
8;0,5897650;0,1676911;-0,2703643;-0,7223127;-0,9200871;-0,3664205;-0,6692886;-0,2935113;0,2824663;-0,5906608;-0,6726369;-0,6211269;0,9657535;-0,1868721;0,1622466;-0,3460092;-0,9838632;0,4668574;0,5125263;0,2636410;-0,7587660;-0,7107074;-0,7343875;-0,1160734;0,7780318;-0,2801740;-0,5830592;0,8512145;567;1
17;0,0666684;0,5870399;0,9159698;0,3885706;-0,8801614;0,9758311;0,5168952;-0,5623760;-0,6556975;0,5615657;0,9555110;-0,2629460;-0,1292677;0,5653143;-0,6529772;0,4940601;0,1373791;-0,7001832;-0,0254168;-0,2465964;0,0221048;0,1575684;-0,7678024;0,6451794;0,9458711;-0,7365425;-0,5939056;0,8000935;925;0
11;0,0458865;0,2197966;-0,0086882;0,6030720;-0,3603230;0,7946528;0,5854862;-0,7788010;-0,0791906;0,7877384;-0,7441485;0,8109394;-0,4223009;-0,4440008;0,2682248;-0,3091657;0,6152015;-0,4253960;0,1095765;-0,5856805;-0,8802844;-0,3777857;0,0594195;0,9102194;-0,9695796;-0,7800071;0,3942613;0,0665693;735;0
18;0,2292668;-0,8393693;0,3727920;-0,8671588;0,5956945;0,2670805;-0,9488680;0,3061046;0,0566965;0,5269204;-0,1528793;-0,2087215;0,4007112;-0,4500629;0,8280887;-0,9756910;0,8992915;0,0596751;-0,1697612;0,4219011;-0,6196373;-0,4764434;-0,5485210;0,0184456;0,8139927;-0,2545464;-0,5606202;-0,7940022;80;0
14;0,6452356;-0,6416797;0,8480065;-0,7444298;0,4749173;0,7688266;0,0763821;0,6551759;0,2700294;-0,1106188;0,6793212;0,5678422;-0,3049838;0,5821799;-0,3397820;0,7145232;-0,7928642;0,3802578;-0,4955154;-0,5833628;-0,4252668;0,0041851;-0,2088487;0,2169524;0,1340709;-0,9531567;-0,3076560;0,1497635;442;0
11;-0,6956502;-0,4921906;0,2318209;0,3071047;-0,6778019;-0,8802776;0,5656695;0,8182216;0,4016248;-0,7849755;0,9901863;-0,7315609;0,6735287;-0,0243658;-0,1073628;-0,4849500;0,3678354;-0,5480451;0,3538819;0,8090519;0,7569228;-0,7644447;0,2950466;0,2915865;0,5593344;-0,5696670;-0,2170125;-0,1342884;514;0
18;0,4530304;0,9111118;-0,1667472;-0,1237406;0,2633917;0,2319551;-0,5241418;-0,6898143;0,8153838;0,6872714;0,5956642;-0,9199414;0,1132243;-0,0113859;-0,3627358;-0,4723960;0,0909829;-0,9189252;0,6805649;0,7409662;-0,5941965;0,6166402;0,7364590;-0,7996923;0,7330732;-0,9138782;-0,2306783;-0,3673848;600;0
12;0,7869518;0,1396022;0,1425026;0,6176490;0,3283447;-0,6505696;0,4150415;0,0512669;0,7149374;0,4977744;0,4510233;0,8211987;0,1765152;-0,7055365;-0,3416006;0,9505846;-0,3277141;0,6622350;0,4646102;0,4309687;-0,4576995;-0,9695937;-0,1664114;-0,7565236;0,6602644;-0,8304459;0,5694661;-0,4127864;973;1
10;0,5084508;0,3662958;0,0394843;-0,2407370;0,8318244;0,3948516;-0,1628647;0,7248807;0,2439888;0,1639884;0,5286710;-0,4080636;0,5666543;-0,4911852;0,4446938;0,2570339;-0,7738165;0,7185030;-0,6241651;-0,8143782;-0,4824025;-0,3909744;-0,5323643;-0,7286772;0,3550197;-0,6499554;-0,2923328;0,5856259;966;0
